TargetID	ProbeID	5445316054_A.AVG_Signal	5445316054_A.Detection Pval	5445316054_A.BEAD_STDERR	5445316054_A.Avg_NBEADS	5445316054_B.AVG_Signal	5445316054_B.Detection Pval	5445316054_B.BEAD_STDERR	5445316054_B.Avg_NBEADS	5445316054_C.AVG_Signal	5445316054_C.Detection Pval	5445316054_C.BEAD_STDERR	5445316054_C.Avg_NBEADS	5445316054_D.AVG_Signal	5445316054_D.Detection Pval	5445316054_D.BEAD_STDERR	5445316054_D.Avg_NBEADS	5445316054_E.AVG_Signal	5445316054_E.Detection Pval	5445316054_E.BEAD_STDERR	5445316054_E.Avg_NBEADS	5445316054_F.AVG_Signal	5445316054_F.Detection Pval	5445316054_F.BEAD_STDERR	5445316054_F.Avg_NBEADS	5445316054_G.AVG_Signal	5445316054_G.Detection Pval	5445316054_G.BEAD_STDERR	5445316054_G.Avg_NBEADS	5445316054_H.AVG_Signal	5445316054_H.Detection Pval	5445316054_H.BEAD_STDERR	5445316054_H.Avg_NBEADS	5445316054_I.AVG_Signal	5445316054_I.Detection Pval	5445316054_I.BEAD_STDERR	5445316054_I.Avg_NBEADS	5445316054_J.AVG_Signal	5445316054_J.Detection Pval	5445316054_J.BEAD_STDERR	5445316054_J.Avg_NBEADS	5445316054_K.AVG_Signal	5445316054_K.Detection Pval	5445316054_K.BEAD_STDERR	5445316054_K.Avg_NBEADS	5445316054_L.AVG_Signal	5445316054_L.Detection Pval	5445316054_L.BEAD_STDERR	5445316054_L.Avg_NBEADS	5491021084_A.AVG_Signal	5491021084_A.Detection Pval	5491021084_A.BEAD_STDERR	5491021084_A.Avg_NBEADS	5491021084_B.AVG_Signal	5491021084_B.Detection Pval	5491021084_B.BEAD_STDERR	5491021084_B.Avg_NBEADS	5491021084_C.AVG_Signal	5491021084_C.Detection Pval	5491021084_C.BEAD_STDERR	5491021084_C.Avg_NBEADS	5491021084_D.AVG_Signal	5491021084_D.Detection Pval	5491021084_D.BEAD_STDERR	5491021084_D.Avg_NBEADS	5491021084_E.AVG_Signal	5491021084_E.Detection Pval	5491021084_E.BEAD_STDERR	5491021084_E.Avg_NBEADS	5491021084_F.AVG_Signal	5491021084_F.Detection Pval	5491021084_F.BEAD_STDERR	5491021084_F.Avg_NBEADS	5491021084_G.AVG_Signal	5491021084_G.Detection Pval	5491021084_G.BEAD_STDERR	5491021084_G.Avg_NBEADS	5491021084_H.AVG_Signal	5491021084_H.Detection Pval	5491021084_H.BEAD_STDERR	5491021084_H.Avg_NBEADS	5491021084_I.AVG_Signal	5491021084_I.Detection Pval	5491021084_I.BEAD_STDERR	5491021084_I.Avg_NBEADS	5491021084_J.AVG_Signal	5491021084_J.Detection Pval	5491021084_J.BEAD_STDERR	5491021084_J.Avg_NBEADS	5491021084_K.AVG_Signal	5491021084_K.Detection Pval	5491021084_K.BEAD_STDERR	5491021084_K.Avg_NBEADS	5491021084_L.AVG_Signal	5491021084_L.Detection Pval	5491021084_L.BEAD_STDERR	5491021084_L.Avg_NBEADS
NEGATIVE	450600	196.5212	0.05064935	21.629	20	177.8993	0.0987013	9.874887	28	243.8811	0.001298701	28.57233	20	202.9482	0.05714286	13.89357	22	231.8051	0.006493506	18.76987	34	183.5936	0.04935065	13.48355	24	205.8575	0.02467532	20.43216	17	199.9219	0.02987013	12.67361	24	206.3302	0.03636364	14.71405	17	186.5472	0.1272727	12.36866	25	150.0255	0.4311688	7.514846	21	182.6872	0.1142857	11.67439	25	137.7358	0.6363636	8.259488	18	146.09	0.2792208	8.166868	29	166.6571	0.1909091	9.329151	24	153.3273	0.3649351	9.476068	18	156.8877	0.1298701	11.63166	20	167.1206	0.1363636	11.99469	24	144.9547	0.3909091	8.747483	23	126.8011	0.6818182	7.201669	22	145.558	0.5376623	10.34309	28	154.4286	0.2493507	10.00451	21	183.2047	0.07402597	16.35254	20	140.0508	0.3974026	9.505437	28
NEGATIVE	460349	127.3587	0.887013	7.446134	23	149.7311	0.5298702	9.968652	28	173.3749	0.1155844	13.75001	23	166.1555	0.4077922	9.347069	19	135.1891	0.9064935	5.641852	22	165.9382	0.2064935	9.514956	36	146.216	0.6948052	8.530085	21	161.7004	0.3584416	13.42239	24	146.2309	0.725974	10.45392	19	171.9858	0.3077922	11.56699	23	148.6899	0.4701299	10.52753	22	145.5552	0.6753247	7.342685	23	133.0447	0.6857143	10.955	23	127.1125	0.6012987	6.361969	32	122.0667	0.7753247	8.76836	19	130.0113	0.6935065	7.086193	26	102.0039	0.9	4.060544	25	136.3028	0.561039	7.951477	37	110.9265	0.8337662	5.112403	24	118.3365	0.8	9.948255	23	117.024	0.861039	4.481572	32	127.2845	0.6662338	11.131	23	131.8892	0.7220779	5.998287	34	132.9254	0.5233766	6.29867	34
NEGATIVE	460551	147.2697	0.6545454	12.71474	18	124.3238	0.8896104	6.396695	30	137.4159	0.7311688	9.449104	21	135.0821	0.8571429	7.328254	23	123.1606	0.974026	9.261017	18	117.0265	0.9571428	7.639861	21	119.3657	0.9584416	5.137301	33	122.0881	0.9350649	5.832158	25	134.5572	0.8623376	15.46741	15	114.0508	0.9909091	3.616143	15	126.2352	0.8428571	9.158415	19	120.6767	0.9610389	7.246556	24	106.2772	0.9324675	5.632917	16	101.9171	0.9064935	4.048429	29	106.0535	0.9350649	5.875879	19	104.3044	0.9402598	5.784101	22	93.82874	0.9714286	5.431177	23	95.13889	0.9896104	5.779729	16	93.12553	0.9844156	2.894583	21	108.8514	0.8961039	7.820323	24	107.2693	0.9584416	5.456255	24	99.58997	0.9701298	3.884059	26	107.649	0.9584416	4.486489	23	125.5502	0.6363636	11.85378	15
NEGATIVE	510367	172.192	0.2545455	9.630658	30	165.6583	0.2103896	10.61445	23	150.7379	0.4805195	7.660688	24	160.079	0.5246753	7.044501	24	175.4656	0.2727273	12.46356	13	175.3831	0.1051948	13.98301	20	199.6697	0.03246753	20.49936	21	158.7039	0.4064935	5.984922	24	171.5877	0.2792208	12.22394	23	158.9548	0.5506493	6.457623	21	162.1436	0.1948052	10.45536	20	157.6782	0.4454545	11.00855	19	154.3671	0.3805195	9.584565	23	114.3789	0.7649351	7.488452	17	149.28	0.4493507	7.584825	31	139.0121	0.5909091	7.073244	22	144.8573	0.2662338	10.37473	16	151.7463	0.3116883	8.382279	19	170.0471	0.06753246	15.67667	22	165.1831	0.1272727	12.02359	22	165.7867	0.2064935	10.54999	19	152.6682	0.2844156	14.30458	11	137.2778	0.6532468	8.514363	28	129.8363	0.5701299	7.54002	14
NEGATIVE	510414	132.4211	0.848052	7.902737	22	121.4997	0.9181818	5.663753	33	124.9301	0.8831169	9.909076	19	154.5545	0.635065	8.222592	27	142.3483	0.8116883	8.089622	25	145.5981	0.5701299	10.93445	22	125.8874	0.9142857	9.310137	19	130.9436	0.8636364	9.96745	20	135.4516	0.8584415	9.642854	16	135.2529	0.8753247	6.435074	19	143.0641	0.5831169	8.601299	21	154.0048	0.5350649	10.16671	27	121.3545	0.7883117	6.920095	23	100.0576	0.9246753	4.210641	28	107.9124	0.9116883	4.2769	23	100.313	0.9701298	3.344197	24	107.1735	0.8441558	5.731681	22	109.2502	0.8883117	4.13208	26	102.0752	0.9298701	3.640267	29	127.3523	0.6753247	9.791167	22	112.8718	0.9038961	5.140156	38	127.2878	0.6649351	6.518356	24	127.9031	0.774026	9.545774	19	112.2517	0.812987	4.713493	26
NEGATIVE	510538	145.1369	0.6935065	7.674058	22	186.8056	0.05844156	15.5373	20	147.4301	0.5636364	10.21932	20	148.5227	0.7181818	10.57314	19	170.9021	0.3480519	10.60968	31	167.6011	0.1883117	8.802679	22	156.7338	0.5077922	7.956874	20	142.549	0.7194805	11.51758	16	142.151	0.7792208	4.800921	20	174.3868	0.2662338	13.29514	20	190.9195	0.02597403	21.55871	14	159.8028	0.4038961	9.581703	18	157.8735	0.3337662	11.41568	27	164.342	0.08961039	11.51826	18	165.391	0.2064935	11.66397	16	155.0601	0.338961	10.78419	17	132.7679	0.4597403	9.625981	14	140.9544	0.4948052	7.391868	17	152.0587	0.2701299	9.06344	26	129.1813	0.6558442	7.265716	30	155.8428	0.3454545	10.91739	27	141.5233	0.451948	7.046705	13	158.0413	0.3519481	10.79757	21	160.6461	0.1051948	11.4038	22
NEGATIVE	510592	143.2983	0.7272727	9.955717	21	141.9287	0.6584415	8.63857	18	138.8187	0.7155844	11.8627	19	182.4791	0.1636364	10.69466	24	157.8268	0.5974026	11.92945	18	185.8023	0.04025974	15.60269	23	160.7627	0.4324675	13.84393	23	178.0358	0.1298701	12.28932	19	124.5044	0.9558442	7.591024	22	189.939	0.0948052	13.11361	23	153.3843	0.3519481	13.87387	11	149.8678	0.6142857	9.353151	24	144.0099	0.5597402	12.73162	21	142.7974	0.3285714	8.450737	21	145.9734	0.4935065	11.4959	17	128.9318	0.7038961	7.61401	18	144.1201	0.2779221	7.906969	22	147.5428	0.3909091	6.237526	26	136.4834	0.5155844	9.102753	26	136.3019	0.5467532	8.451755	20	155.652	0.3493507	10.63444	26	118.3075	0.7675325	3.907283	29	144.3276	0.5571429	5.351775	35	136.2006	0.4662338	8.116193	27
NEGATIVE	510754	218.1567	0.01688312	16.98598	19	186.7908	0.05974026	17.54152	10	136.4545	0.7402598	9.167261	5	230.2146	0.009090909	29.83754	8	201.021	0.05714286	17.88124	11	174.1961	0.1233766	19.76362	5	192.0874	0.05194805	12.13946	11	186.642	0.07402597	12.12103	9	182.3187	0.1597403	13.06017	12	156.3683	0.5961039	17.97578	5	162.3185	0.1909091	18.97365	11	217.6273	0.01558442	26.91013	6	158.275	0.3272727	12.81509	8	191.32	0.01298701	31.96854	5	176.2775	0.08831169	8.127575	8	160.5456	0.2558441	19.95456	7	114.7991	0.7506493	14.03247	3	163.8405	0.1662338	13.48935	5	161.1908	0.1493506	17.38833	3	156.1783	0.2116883	11.17879	11	190.2173	0.02077922	16.4156	9	130.3528	0.6194805	12.19728	6	184.9556	0.06103896	16.47708	6	144.3201	0.3363636	6.778825	9
NEGATIVE	520026	153.8616	0.561039	13.8637	12	166.3872	0.2038961	14.89625	21	188.64	0.03116883	15.35312	20	193.2045	0.08701298	11.37128	23	201.5403	0.05584415	17.82043	15	192.4095	0.02207792	17.28155	19	146.4786	0.6896104	10.90484	16	151.659	0.5519481	9.268457	17	215.0097	0.02207792	23.5128	16	176.2444	0.2350649	14.07277	16	166.605	0.1454545	12.73573	14	165.7405	0.3103896	11.47403	17	172.9551	0.151948	14.29387	17	142.3389	0.338961	3.278852	9	166.6683	0.1896104	16.15297	15	183.8178	0.05194805	11.26077	15	122.0649	0.6402597	7.730406	16	171.5346	0.09740259	9.906641	18	158.0051	0.1922078	8.850746	17	196.8615	0.007792208	16.30034	24	196.989	0.01298701	15.82483	17	141.0319	0.4610389	7.079858	22	163.6657	0.261039	9.077395	21	166.8168	0.06883117	9.888297	21
NEGATIVE	520411	176.6144	0.2077922	11.65975	30	163.0163	0.2636364	10.24084	17	134.1572	0.7779221	7.711737	20	155.7424	0.6103896	10.02734	24	187.1879	0.1350649	14.38779	21	159.124	0.3324675	7.915169	14	171.8694	0.2415584	12.96866	20	160.6024	0.3779221	5.357044	28	168.7611	0.3311688	13.33708	23	173.0139	0.2961039	11.12151	12	139.4342	0.6636364	9.730452	13	169.7992	0.2623377	11.47445	25	163.7934	0.2558441	6.91584	18	134.82	0.4857143	8.580775	28	154.4949	0.3493507	16.30335	12	161.0553	0.2506494	13.63949	19	162.4259	0.07792208	6.994806	26	132.1167	0.6142857	13.51174	11	125.3331	0.6714286	7.857904	14	147.6899	0.3493507	10.85814	21	194.1336	0.01558442	14.42798	18	161.0635	0.1571429	10.25098	25	148.6041	0.4935065	9.021628	27	129.9543	0.5688311	9.522598	13
NEGATIVE	540128	178.1545	0.1922078	14.04414	16	151.0039	0.5064935	8.139297	29	126.4442	0.8662338	5.403247	22	153.7032	0.6506494	6.974715	22	168.1248	0.4051948	10.1689	25	146.5202	0.5558441	8.283033	25	144.267	0.7194805	7.514196	24	145.3437	0.6688312	8.835939	16	162.1	0.4441558	7.62566	23	167.1863	0.3896104	12.14976	14	129.5659	0.8051948	6.283364	7	174.1602	0.2051948	9.807915	30	128.7007	0.725974	6.199148	20	130.9745	0.5441558	7.890186	24	197.0792	0.01688312	16.55375	23	152.5488	0.3753247	8.210324	26	159.288	0.1	13.66467	19	130.7099	0.6376624	5.04514	32	144.6098	0.3948052	7.017934	25	142.0937	0.4415585	9.991723	15	154.5623	0.3714286	11.21736	19	135.975	0.5402597	10.75247	14	130.507	0.738961	8.189787	13	147.7981	0.2623377	7.845715	30
NEGATIVE	540445	153.7044	0.5649351	9.490549	24	163.8608	0.2467532	12.40189	25	159.3618	0.338961	14.86184	17	179.5728	0.1909091	21.17999	14	155.0294	0.6454545	8.825739	22	138.1875	0.6961039	11.3649	14	146.7327	0.6857143	11.68176	13	141.4509	0.7311688	6.118268	16	162.3887	0.4402598	7.948073	14	151.9313	0.687013	7.081927	18	153.286	0.3532467	11.78876	23	198.8501	0.03896104	13.1505	24	141.0927	0.5987013	6.937174	18	142.0662	0.3454545	8.406309	19	143.4382	0.525974	10.2088	17	162.4972	0.2324675	11.31545	16	127.8385	0.548052	7.806044	22	159.7621	0.2051948	8.418707	19	145.7054	0.3727273	7.280744	24	171.9234	0.07922078	11.3928	17	183.6467	0.04025974	15.48061	24	154.8837	0.2428571	6.611231	23	158.4495	0.3428572	7.351381	24	130.8308	0.5558441	7.048964	24
NEGATIVE	540470	140.5849	0.7636364	6.730323	21	159.2183	0.3298701	10.5443	24	125.667	0.8766234	4.100529	17	144.3685	0.774026	8.211277	12	169.6342	0.3805195	12.8339	23	134.0998	0.7584416	7.383694	12	131.9524	0.851948	6.808537	15	142.9872	0.7142857	14.12433	15	176.0843	0.2194805	14.21669	18	164.1366	0.4558442	10.33376	24	148.7622	0.4675325	7.831216	10	146.8153	0.6571429	10.76651	18	125.669	0.7532467	10.66514	19	117.4629	0.7272727	6.341681	19	144.8502	0.5025974	9.502181	23	141.7366	0.5467532	12.83489	13	116.441	0.7324675	10.82438	17	152.4047	0.3038961	9.175241	30	126.5405	0.651948	9.038623	23	140.0717	0.4792208	8.691855	27	156.4389	0.3350649	12.62623	20	114.4828	0.8064935	7.936912	15	123.9083	0.812987	5.649868	17	138.8526	0.412987	13.11448	19
NEGATIVE	580341	138.3942	0.7935065	9.111787	31	132.7118	0.7844156	8.262068	20	109.6796	0.9883117	4.801488	24	108.22	0.9987013	3.848737	19	124.0726	0.9701298	6.834458	21	116.5487	0.9623377	6.245229	29	117.9511	0.9675325	8.924216	22	127.8038	0.887013	7.9233	19	111.9771	0.9961039	4.588755	24	112.2764	0.9935065	3.136676	16	112.2	0.9701298	6.530042	21	108.4712	0.9935065	5.887607	21	106.2561	0.9337662	4.885338	20	102.6985	0.8987013	4.173025	29	112.0458	0.8727273	6.126809	26	110.2608	0.8831169	5.267501	31	99.86916	0.9220779	4.862009	29	96.97791	0.9753247	2.657943	21	115.5766	0.7896104	6.383917	22	119.3271	0.787013	7.272403	22	117.4778	0.8545455	6.389407	14	102.0341	0.9441559	4.485334	28	110.1323	0.9428571	5.752123	22	105.9753	0.9012987	4.171713	28
NEGATIVE	580379	147.1886	0.6571429	6.892415	26	143.1192	0.6337662	6.485454	29	159.4937	0.3363636	10.14898	22	188.4769	0.1090909	11.75019	30	154.8569	0.6493506	8.307381	22	139.1927	0.6779221	7.668741	22	158.5793	0.4753247	10.48677	18	134.9318	0.8116883	6.758324	18	156.3463	0.5506493	9.898097	23	155.2584	0.6181818	5.640005	27	176.6642	0.06753246	16.09578	20	143.0469	0.7051948	6.123846	22	140.652	0.6038961	8.522309	15	139.1306	0.4051948	6.282256	41	161.0499	0.2571429	11.96911	25	126.8628	0.725974	9.463023	21	114.5893	0.7558442	7.758636	21	151.9591	0.3090909	15.06717	14	115.5661	0.7909091	6.926286	20	129.8962	0.6467533	5.539747	30	142.3371	0.5805195	6.846707	26	141.8469	0.448052	9.007658	24	130.7448	0.7350649	5.201614	30	130.3947	0.5623376	6.393285	20
NEGATIVE	580685	138.6546	0.7909091	4.745754	22	176.8201	0.1077922	9.908967	22	167.9962	0.1818182	12.98787	23	176.566	0.2324675	9.101847	31	173.752	0.3064935	11.24059	26	154.1556	0.4181818	8.695388	29	170.7931	0.2584416	8.861023	19	132.8947	0.8389611	8.640052	14	174.5583	0.2363636	19.541	12	152.2205	0.6831169	7.624398	18	154.3114	0.3376623	6.645469	34	156.2391	0.487013	11.29239	24	163.3438	0.2688312	12.40175	21	107.4829	0.8363636	2.67609	13	141.9064	0.5454546	9.741333	20	151.3913	0.3909091	11.15652	22	148.5157	0.2090909	12.65242	19	151.6297	0.312987	10.10571	28	157.2797	0.2012987	12.40121	24	149.7742	0.3025974	11.47953	26	143.5372	0.5623376	7.671689	23	144.7591	0.3987013	10.53316	22	158.9517	0.3324675	8.330436	28	151.6747	0.2025974	9.55929	20
NEGATIVE	610180	142.9966	0.7337663	6.361659	31	135.918	0.7428572	8.769078	15	126.33	0.8688312	5.055831	32	154.4892	0.638961	8.451903	21	170.2929	0.3714286	9.06615	27	137.2724	0.7090909	7.416639	18	147.2905	0.6818182	7.086872	22	151.1449	0.5649351	12.22505	17	139.4003	0.8181818	10.22618	17	143.7427	0.7857143	9.262568	16	159.6336	0.238961	14.34666	22	139.2599	0.7779221	7.836703	21	117.3813	0.8389611	10.61314	16	132.1118	0.5233766	9.509454	30	151.6957	0.4051948	11.09368	26	114.8635	0.8402597	5.906497	22	127.2462	0.5584416	10.72067	25	138.889	0.5103896	10.49051	22	116.9581	0.7792208	6.246557	26	140.9696	0.4649351	12.90849	19	147.1164	0.5103896	7.809229	23	120.1122	0.7480519	9.719001	16	145.7365	0.5402597	8.451373	19	106.4988	0.8948052	6.423534	18
NEGATIVE	610326	171.2495	0.2701299	8.979103	12	153.556	0.4571429	8.436315	12	172.7472	0.125974	9.769625	14	195.0536	0.07792208	22.85142	7	201.8572	0.05454545	12.95079	17	158.2227	0.3480519	8.350268	11	170.4541	0.2662338	13.38432	13	153.9391	0.5	8.861145	12	218.0189	0.01948052	23.66234	9	247.2753	0.003896104	25.94156	17	173.8087	0.08051948	14.72221	18	173.5661	0.2090909	13.01496	14	163.0319	0.2727273	13.25761	17	138.2389	0.4194805	18.31768	7	151.651	0.4064935	9.550308	11	175.6771	0.09350649	11.08313	20	160.046	0.0961039	13.11672	16	175.9156	0.07012987	21.27	10	163.1417	0.1246753	15.14576	10	151.6401	0.2727273	11.27829	11	185.9917	0.02987013	23.01143	15	158.7195	0.1909091	11.29637	14	191.2025	0.03506494	20.4388	12	168.7503	0.05974026	14.91851	9
NEGATIVE	610411	174.2183	0.225974	12.10501	21	157.9218	0.3649351	11.45164	17	169.0673	0.1636364	7.526337	37	141.9051	0.7948052	4.938906	23	197.6444	0.08181818	19.30668	15	157.5518	0.3623376	11.8019	17	193.4184	0.04545455	14.77274	18	177.6974	0.1337662	10.2038	21	170.6455	0.2987013	8.449045	33	182.3991	0.1623377	8.750711	18	157.1595	0.2857143	8.645648	29	198.5948	0.04025974	16.31433	26	193.0084	0.04935065	12.85006	27	181.313	0.02467532	12.36053	26	182.2981	0.05324675	12.64155	23	182.4813	0.05714286	11.32527	23	166.0238	0.05714286	9.108923	33	197.847	0.01038961	13.57019	23	159.5978	0.1714286	8.555215	22	180.7679	0.03376623	11.12027	22	158.1483	0.3090909	8.397225	20	173.8693	0.05844156	12.90699	20	210.8106	0.009090909	17.31455	26	171.3395	0.04805195	14.35666	17
NEGATIVE	610746	123.4786	0.9194805	6.6903	17	141.3627	0.6662338	6.734071	25	153.0098	0.4402598	8.668163	22	148.3244	0.7220779	5.750302	18	174.874	0.2818182	11.76633	26	175.5412	0.1025974	12.22259	19	160.6296	0.4350649	8.260503	23	161.4742	0.3623376	10.00333	24	146.9085	0.7168831	10.08517	16	164.5483	0.4454545	12.94305	13	160.2532	0.225974	7.599511	22	155.2221	0.5142857	6.85841	23	193.4307	0.04545455	19.5317	21	122.219	0.6610389	9.293992	20	154.9216	0.3441558	7.667641	25	154.0504	0.3493507	9.404581	20	154.8077	0.1480519	6.505803	23	145.4842	0.4194805	6.75575	29	160.3092	0.161039	10.25331	16	162.6785	0.1454545	11.68068	16	178.2274	0.06493507	11.89929	24	139.7623	0.4896104	8.070254	27	149.6774	0.4753247	8.296292	22	168.9843	0.05844156	17.60868	17
NEGATIVE	620048	164.0467	0.3805195	12.94909	23	127.8196	0.8467532	8.973471	14	151.5886	0.4649351	8.775423	17	158.1203	0.5584416	8.119665	25	167.7614	0.4155844	11.48648	21	130.375	0.812987	7.710713	24	150.7996	0.6298701	6.571375	24	148.1939	0.6194805	9.281335	20	171.4296	0.2818182	13.91075	17	159.0661	0.5493507	12.04019	16	133.8822	0.7519481	4.315726	20	146.7173	0.6584415	7.266839	23	155.2132	0.3662338	11.21858	16	104.3478	0.8818182	6.936711	14	144.7204	0.5051948	12.35215	17	136.6009	0.6246753	8.307211	25	127.3962	0.5558441	8.230062	25	135.0283	0.574026	7.433034	22	144.6135	0.3935065	13.04739	19	138.4597	0.5155844	8.489706	25	159.4921	0.2844156	13.25456	24	145.3383	0.3935065	9.339808	22	160.3844	0.3116883	16.82938	16	140.0898	0.3961039	13.42567	15
NEGATIVE	620373	145.0256	0.6987013	7.473355	15	149.5325	0.5324675	13.72714	16	128.1936	0.8415585	5.239739	10	145.8667	0.7571428	9.021031	19	160.7872	0.5311688	13.51238	17	129.478	0.8311688	7.747031	14	172.8544	0.2207792	10.25554	21	178.9	0.1207792	13.93809	15	159.6786	0.4896104	9.472177	29	188.7611	0.1051948	15.54926	8	138.9622	0.674026	8.816946	15	153.8849	0.5363637	14.41451	12	121.4281	0.7857143	10.44893	16	121.9885	0.6662338	7.209113	20	166.0449	0.2012987	12.63724	17	157.0513	0.3051948	9.973646	24	128.5139	0.5337662	8.213986	21	128.4154	0.6688312	6.62048	20	135.5133	0.5363637	8.266111	29	133.1758	0.5974026	9.386881	21	152.1481	0.4246753	7.641824	18	148.782	0.3298701	14.2855	18	149.3453	0.4818182	9.007174	19	121.9893	0.6883117	8.458411	21
NEGATIVE	620743	146.1287	0.6766234	8.713077	16	179.1604	0.0948052	8.422528	22	183.6796	0.04935065	11.96046	26	181.4657	0.174026	13.88708	20	154.4949	0.6545454	10.40403	19	160.0914	0.3090909	5.953983	20	167.5634	0.3103896	10.71034	24	162.4938	0.3467532	7.038375	17	171.0845	0.2896104	14.97547	19	160.1596	0.5285714	6.36283	18	149.2824	0.4558442	6.204638	23	182.0858	0.1246753	11.54	20	149.0613	0.4792208	7.476122	26	123.1208	0.6545454	8.698462	21	146.729	0.4831169	6.050691	23	154.003	0.3506494	7.377017	21	156.9741	0.1272727	8.989494	23	162.7303	0.1792208	7.536753	24	170.4499	0.06363636	11.88046	19	145.5186	0.3831169	6.180612	27	170.0617	0.1506494	8.929586	20	154.3742	0.2532468	9.405638	30	169.4782	0.1805195	12.11318	25	153.3719	0.1779221	9.425624	24
NEGATIVE	630037	174.3394	0.2246753	8.948586	23	156.7774	0.3922078	5.784246	26	137.924	0.7272727	6.169101	16	135.1551	0.8558441	7.372983	13	164.4812	0.4597403	10.15225	20	156.3557	0.3831169	10.92119	15	150.9009	0.6246753	11.57041	19	172.9867	0.1974026	11.68991	14	161.0122	0.4584416	12.54557	13	181.4433	0.1727273	11.3633	21	156.0717	0.3051948	8.706073	16	180.3745	0.1376623	9.703102	27	200.448	0.03376623	22.57922	15	165.9075	0.07272727	13.54205	26	151.9122	0.4	7.24676	19	144.4322	0.5038961	9.085683	17	137.5449	0.3831169	11.42608	18	163.7429	0.1675325	12.18864	18	142.2511	0.4233766	7.975858	27	166.9246	0.1155844	13.65287	20	155.3357	0.3597403	7.764047	19	167.9279	0.0987013	11.13274	24	161.1667	0.3012987	8.90184	29	154.0471	0.174026	9.3947	23
NEGATIVE	630224	123.9237	0.9155844	5.965868	23	128.6913	0.8376623	5.966465	25	145.5802	0.5948052	12.80989	25	135.0667	0.8584415	7.776734	21	135.6884	0.9012987	8.490463	29	134.0569	0.7597402	9.812238	26	133.9766	0.8285714	6.701172	19	138.1127	0.7831169	12.68451	12	135.8883	0.8571429	8.206926	23	135.1381	0.8766234	6.401354	38	119.546	0.9233766	5.0976	27	133.8228	0.8441558	5.52169	20	100.3395	0.9766234	3.956553	18	121.7935	0.6727273	7.577742	21	130.347	0.6935065	8.43431	27	147.2032	0.4636364	13.46446	20	108.5706	0.8272727	5.341878	27	113.353	0.8363636	4.678341	26	106.3293	0.8818182	5.167561	23	135.3958	0.5623376	11.75189	22	130.2576	0.7168831	10.44917	16	117.0778	0.7792208	5.05845	20	127.262	0.787013	10.68171	13	120.6204	0.7103896	9.320664	21
NEGATIVE	630373	171.729	0.2623377	10.94256	19	153.2286	0.4649351	10.76363	20	143.7397	0.6285715	8.320089	22	155.5402	0.6155844	8.89845	26	164.3026	0.4610389	8.082694	19	144.673	0.5883117	7.671477	21	184.7408	0.08701298	14.871	20	177.7958	0.1311688	19.33165	12	143.1926	0.7636364	7.946707	21	158.9233	0.5532467	13.36492	18	136.778	0.7012987	7.106093	25	146.6954	0.6597403	9.62907	20	131.569	0.7012987	9.477899	18	141.733	0.3506494	9.523545	18	141.09	0.5558441	8.175298	22	153.8841	0.3532467	15.35226	21	117.7391	0.7116883	9.026929	20	123.0439	0.7285714	5.59827	21	146.8534	0.3493507	11.84028	19	136.8004	0.5402597	6.884689	27	156.8003	0.3272727	10.72559	34	126.0988	0.6792208	6.681774	22	157.6554	0.3571429	11.14472	20	130.1565	0.5636364	7.817029	27
NEGATIVE	630435	146.8153	0.6649351	9.42584	23	163.3844	0.2545455	13.58269	19	155.407	0.4038961	8.730308	26	169.7448	0.3350649	10.44123	23	144.7053	0.7883117	6.756143	21	142.042	0.6298701	8.828871	16	129.0315	0.8857143	5.18249	23	164.3746	0.3155844	10.85645	19	143.9361	0.7493507	6.596411	27	163.289	0.4753247	13.3505	17	136.7761	0.7025974	6.019253	23	138.5979	0.787013	9.116724	21	134.5029	0.6727273	7.530025	17	150.8631	0.2064935	14.13871	20	132.4989	0.6766234	7.751296	22	145.6594	0.4831169	13.05402	27	114.3094	0.7597402	6.812637	24	114.0265	0.8285714	9.340392	20	126.796	0.6493506	8.613202	14	127.4234	0.674026	10.65812	14	131.9093	0.7051948	11.06374	14	134.3858	0.5662338	7.305596	26	149.1727	0.4844156	10.72697	22	120.3843	0.7142857	6.142751	23
NEGATIVE	650408	188.9117	0.0987013	24.75941	13	164.6331	0.2285714	14.4526	13	145.4413	0.6	8.125127	14	174.7798	0.2597403	14.44459	14	199.6709	0.07012987	14.90004	20	154.1989	0.4168831	12.09756	15	179.6427	0.1350649	14.60241	13	190.3809	0.05974026	18.15128	15	177.3477	0.1987013	10.95867	18	183.0634	0.1545455	14.90278	17	153.8131	0.3428572	9.761207	19	212.6394	0.01948052	24.38896	17	149.6765	0.4636364	17.29094	13	158.2474	0.1324675	16.52018	19	134.2894	0.6428571	9.856515	15	128.7705	0.7064935	7.928049	18	181.8966	0.01688312	15.95664	19	154.2857	0.2792208	8.756956	23	127.333	0.6298701	4.485384	20	147.2636	0.361039	10.80974	23	174.4225	0.1025974	10.74201	19	184.1152	0.02597403	14.79032	22	171.4789	0.1545455	11.86564	20	134.8449	0.4922078	9.21529	18
