TargetID	ProbeID	5445316054_A.AVG_Signal	5445316054_A.Detection Pval	5445316054_A.BEAD_STDERR	5445316054_A.Avg_NBEADS	5445316054_B.AVG_Signal	5445316054_B.Detection Pval	5445316054_B.BEAD_STDERR	5445316054_B.Avg_NBEADS	5445316054_C.AVG_Signal	5445316054_C.Detection Pval	5445316054_C.BEAD_STDERR	5445316054_C.Avg_NBEADS	5445316054_D.AVG_Signal	5445316054_D.Detection Pval	5445316054_D.BEAD_STDERR	5445316054_D.Avg_NBEADS	5445316054_E.AVG_Signal	5445316054_E.Detection Pval	5445316054_E.BEAD_STDERR	5445316054_E.Avg_NBEADS	5445316054_F.AVG_Signal	5445316054_F.Detection Pval	5445316054_F.BEAD_STDERR	5445316054_F.Avg_NBEADS	5445316054_G.AVG_Signal	5445316054_G.Detection Pval	5445316054_G.BEAD_STDERR	5445316054_G.Avg_NBEADS	5445316054_H.AVG_Signal	5445316054_H.Detection Pval	5445316054_H.BEAD_STDERR	5445316054_H.Avg_NBEADS	5445316054_I.AVG_Signal	5445316054_I.Detection Pval	5445316054_I.BEAD_STDERR	5445316054_I.Avg_NBEADS	5445316054_J.AVG_Signal	5445316054_J.Detection Pval	5445316054_J.BEAD_STDERR	5445316054_J.Avg_NBEADS	5445316054_K.AVG_Signal	5445316054_K.Detection Pval	5445316054_K.BEAD_STDERR	5445316054_K.Avg_NBEADS	5445316054_L.AVG_Signal	5445316054_L.Detection Pval	5445316054_L.BEAD_STDERR	5445316054_L.Avg_NBEADS	5491021084_A.AVG_Signal	5491021084_A.Detection Pval	5491021084_A.BEAD_STDERR	5491021084_A.Avg_NBEADS	5491021084_B.AVG_Signal	5491021084_B.Detection Pval	5491021084_B.BEAD_STDERR	5491021084_B.Avg_NBEADS	5491021084_C.AVG_Signal	5491021084_C.Detection Pval	5491021084_C.BEAD_STDERR	5491021084_C.Avg_NBEADS	5491021084_D.AVG_Signal	5491021084_D.Detection Pval	5491021084_D.BEAD_STDERR	5491021084_D.Avg_NBEADS	5491021084_E.AVG_Signal	5491021084_E.Detection Pval	5491021084_E.BEAD_STDERR	5491021084_E.Avg_NBEADS	5491021084_F.AVG_Signal	5491021084_F.Detection Pval	5491021084_F.BEAD_STDERR	5491021084_F.Avg_NBEADS	5491021084_G.AVG_Signal	5491021084_G.Detection Pval	5491021084_G.BEAD_STDERR	5491021084_G.Avg_NBEADS	5491021084_H.AVG_Signal	5491021084_H.Detection Pval	5491021084_H.BEAD_STDERR	5491021084_H.Avg_NBEADS	5491021084_I.AVG_Signal	5491021084_I.Detection Pval	5491021084_I.BEAD_STDERR	5491021084_I.Avg_NBEADS	5491021084_J.AVG_Signal	5491021084_J.Detection Pval	5491021084_J.BEAD_STDERR	5491021084_J.Avg_NBEADS	5491021084_K.AVG_Signal	5491021084_K.Detection Pval	5491021084_K.BEAD_STDERR	5491021084_K.Avg_NBEADS	5491021084_L.AVG_Signal	5491021084_L.Detection Pval	5491021084_L.BEAD_STDERR	5491021084_L.Avg_NBEADS
ERCC-00042-01	7570685	139.8585	0.7701299	14.2245	18	124.8844	0.8844156	7.461732	21	107.2387	0.9935065	4.62714	15	154.5518	0.635065	7.762398	23	140.3441	0.8415585	9.357481	24	123.3299	0.9025974	7.27331	24	128.0994	0.8935065	6.962261	23	124.7464	0.9103896	7.120602	21	124.0539	0.9571428	7.092843	23	116.3306	0.9831169	4.60438	18	126.9318	0.8298701	6.430368	29	132.7915	0.8597403	7.192966	18	113.9225	0.8714285	8.301121	17	101.5204	0.9090909	4.459902	31	133.6035	0.6506494	10.64632	18	96.11945	0.9909091	5.821319	14	114.4272	0.7584416	8.905042	23	120.8735	0.7506493	6.740963	30	95.41048	0.9753247	3.070613	27	119.108	0.7896104	6.950079	31	114.4237	0.8792208	6.717259	29	99.15449	0.9727273	8.77721	13	127.3863	0.7831169	7.519685	31	110.9661	0.8272727	5.1019	30
ERCC-00043-01	2320427	131.1598	0.8584415	9.189087	32	127.628	0.8493506	6.700617	37	128.9701	0.8350649	8.292227	24	131.4763	0.8974026	7.635693	32	114.2698	0.9935065	7.279494	17	121.3067	0.9181818	8.61981	12	122.2169	0.9428571	5.587731	30	123.1964	0.925974	5.84951	28	155.4914	0.5714286	11.11609	34	118.0879	0.9818182	6.614406	19	116.0359	0.9467533	5.576335	25	127.0988	0.912987	7.007379	26	111.1585	0.8909091	6.818496	27	91.88322	0.987013	4.165599	24	110.4786	0.887013	9.229002	20	110.4156	0.8805195	5.285458	39	100.7212	0.9155844	7.679838	24	91.13504	0.9961039	3.588929	18	94.44009	0.9766234	3.756643	25	106.0765	0.9142857	7.701623	18	94.88187	0.9948052	4.860222	19	102.5423	0.9402598	7.587035	21	142.8575	0.5818182	12.73023	24	99.81156	0.974026	5.36949	36
ERCC-00044-02	4730551	135.629	0.8194805	8.468578	25	142.4139	0.6467533	12.63403	16	122.6962	0.9	7.307977	19	122.0912	0.9727273	5.161543	20	152.1819	0.6909091	10.90585	25	133.4035	0.7636364	7.745725	19	154.7366	0.5467532	7.164174	16	138.4221	0.7805195	8.916601	25	134.3073	0.8662338	9.129388	20	128.2516	0.9428571	8.075744	21	126.5818	0.8350649	7.682195	20	121.6676	0.9571428	9.414216	15	119.8408	0.7974026	9.161273	23	114.4482	0.7636364	9.539428	22	120.0281	0.7935065	4.116895	24	100.8143	0.9662338	7.947323	14	110.2847	0.8064935	9.692311	23	116.0909	0.7974026	6.815082	22	100.9359	0.9376624	4.049057	18	113.9802	0.8428571	6.831187	22	129.7459	0.7207792	9.827645	25	117.8962	0.7714286	6.207897	23	108.0682	0.9532468	3.758597	30	101.0207	0.9584416	4.172229	24
ERCC-00046-01	1980008	106.9417	0.9948052	5.724042	15	129.3785	0.8220779	5.980361	24	109.0819	0.9883117	7.008248	20	125.8942	0.938961	7.105901	21	126.5732	0.9649351	7.235344	27	115.8313	0.9636363	6.329768	23	130.9421	0.8571429	12.31087	19	124.558	0.9116883	11.96828	16	157.0836	0.5389611	10.36048	19	139.8548	0.8246753	9.263588	19	128.2316	0.8194805	11.34986	19	138.6582	0.7844156	9.575007	27	94.36082	0.9974026	4.343038	19	95.30632	0.9675325	5.415743	18	95.7093	0.9935065	3.898751	26	107.6826	0.9064935	5.276795	15	92.10729	0.9818182	4.617132	16	112.1083	0.8467532	7.789259	19	91.3804	0.987013	3.639894	18	103.2461	0.9402598	5.687951	27	117.2871	0.8545455	5.652035	31	95.23558	0.9909091	5.46455	21	112.0953	0.9246753	6.811063	24	115.5816	0.7714286	7.588315	22
ERCC-00048-01	1990497	116.0536	0.9584416	5.201405	21	127.3262	0.8558441	8.04319	28	127.949	0.8454546	5.984844	29	128.9561	0.9194805	4.395845	30	133.1761	0.9285714	6.050685	29	138.9962	0.6792208	7.906302	26	134.1921	0.8246753	9.045152	26	122.7535	0.9272727	8.042637	15	159.8747	0.4857143	11.29078	29	134.6448	0.8818182	8.298501	17	127.278	0.8285714	8.430882	15	131.8731	0.8701299	7.640076	26	113.5646	0.8766234	5.635569	25	97.31292	0.9545454	3.609296	29	113.5915	0.8571429	7.361887	28	105.0936	0.9324675	6.280103	19	101.0601	0.9116883	5.480315	21	105.0088	0.9220779	6.16572	26	93.23737	0.9831169	4.687482	20	92.84444	0.9909091	4.294569	18	113.5345	0.8974026	5.164534	31	108.0111	0.8935065	5.363798	24	109.5013	0.9441559	4.742484	33	101.6413	0.951948	3.640992	28
ERCC-00051-01	290369	156.6769	0.5077922	8.727802	31	144.3543	0.6103896	8.724396	30	152.9085	0.4441558	8.770865	26	160.3471	0.5181818	8.74034	19	144.4944	0.7909091	5.626368	29	161.9033	0.2623377	11.90789	22	145.2093	0.7038961	9.60544	20	138.5943	0.7792208	6.317675	21	150.3193	0.6584415	10.54352	16	155.6011	0.6103896	9.208211	16	137.61	0.6922078	7.519254	26	183.525	0.1038961	15.00035	15	112.6174	0.8805195	5.195496	31	110.8014	0.8025974	5.574082	20	120.1376	0.7935065	5.492661	20	114.4481	0.8493506	6.628678	25	110.6864	0.8051948	6.150643	19	128.7578	0.6649351	8.888045	19	105.0903	0.8909091	4.382888	19	117.1154	0.8116883	5.818764	23	132.4646	0.7025974	6.672971	24	145.2231	0.3948052	9.98587	25	145.6161	0.5402597	10.55995	15	133.7262	0.5064935	9.571492	21
ERCC-00053-01	5260356	111.712	0.9818182	5.07777	26	119.391	0.9298701	6.805152	26	125.4025	0.8805195	6.869122	24	125.0077	0.9532468	7.101441	25	140.9657	0.8350649	9.507598	22	105.8683	0.9935065	6.198088	15	131.7037	0.851948	9.109562	22	126.0196	0.8961039	6.855215	19	149.3671	0.6727273	9.045763	25	132.5016	0.9077922	6.339772	27	124.3671	0.8636364	6.173516	31	124.9212	0.9298701	6.45771	26	112.0733	0.8818182	7.296688	20	103.4037	0.8857143	5.972317	21	110.4057	0.887013	3.924652	38	104.2515	0.9402598	3.894966	22	119.4065	0.6896104	11.25151	23	108.956	0.8883117	5.278415	25	115.1024	0.7935065	7.32439	26	116.6962	0.8155844	7.035503	24	129.2283	0.7298701	6.281587	27	104.6051	0.9233766	5.446387	21	127.55	0.7818182	8.804902	22	103.4687	0.9350649	3.586332	26
ERCC-00054-01	1820215	129.1534	0.8701299	6.572692	23	138.4552	0.7103896	8.118901	29	119.8072	0.9246753	6.438589	22	130.1654	0.9077922	7.380154	30	140.0174	0.8415585	5.896387	24	136.2604	0.7246753	11.21189	22	137.3996	0.8064935	7.752984	22	121.2691	0.9467533	6.546701	29	138.6003	0.8285714	9.606869	25	173.6806	0.2779221	15.76	17	125.3827	0.8532467	8.958564	17	129.7317	0.8922078	6.942052	25	97.21844	0.9935065	3.496331	22	112.1551	0.7922078	5.765246	29	104.7352	0.9441559	3.386159	35	113.0373	0.8584415	5.379654	35	108.739	0.8246753	6.140682	26	105.3616	0.9220779	4.718993	26	107.2654	0.8727273	5.900314	33	131.8745	0.6090909	14.91086	18	116.4263	0.8623376	8.081329	26	113.8428	0.8168831	5.561436	35	116.1895	0.8831169	5.585144	32	107.2616	0.8779221	6.191215	22
ERCC-00057-01	70278	125.1931	0.9077922	6.994675	27	132.9954	0.7792208	9.593984	18	109.9206	0.987013	5.159863	26	136.0784	0.848052	8.596202	31	138.7995	0.864935	5.525129	33	127.0486	0.8571429	6.548673	18	113.484	0.9909091	6.467748	21	134.4389	0.8155844	8.072172	23	123.6559	0.9571428	6.775777	26	125.531	0.9545454	7.830267	21	105.4109	0.9922078	3.937413	17	118.9856	0.9714286	4.516827	30	97.49445	0.9909091	3.84333	23	99.41068	0.9324675	5.802886	26	94.13689	0.9948052	3.697877	25	95.54949	0.9909091	4.106082	32	97.39545	0.9493507	5.616834	25	93.68407	0.9922078	5.453125	19	91.12105	0.9883117	4.110891	26	94.6776	0.9831169	4.572755	16	107.9196	0.9506493	7.11308	23	95.50751	0.9909091	4.411139	20	90.0118	1	3.580621	20	91.51347	0.9987013	3.22634	33
ERCC-00058-02	5570400	165.0246	0.3649351	11.19636	25	143.6998	0.625974	5.970397	31	152.5671	0.4506494	9.427614	26	166.5547	0.4025974	10.30832	25	164.732	0.4571429	7.710302	26	139.2447	0.6766234	5.701318	27	148.6093	0.6649351	9.082624	25	148.0602	0.6233766	6.035984	22	156.7098	0.5428572	9.269538	20	155.2367	0.6181818	10.76033	15	144.5001	0.5597402	9.706297	26	155.5825	0.5	13.86512	19	133.0288	0.6857143	7.501187	19	131.1591	0.5376623	7.382597	26	118.0233	0.8168831	5.1861	20	136.2689	0.6298701	8.039784	25	112.7775	0.7766234	5.023626	37	140.2644	0.5	8.775282	26	113.0463	0.812987	5.59941	19	124.8808	0.7103896	6.156872	21	142.2476	0.5805195	8.635919	21	157.9183	0.1974026	12.04026	21	150.2447	0.4675325	8.038103	33	138.0821	0.4272727	6.93242	28
ERCC-00059-01	5360059	124.4761	0.9142857	7.903684	27	111.5709	0.9779221	5.046999	24	121.7274	0.9103896	6.201765	28	127.0663	0.9324675	4.961184	31	129.745	0.9480519	5.688017	27	130.4344	0.8116883	7.784774	27	126.7393	0.9051948	6.150608	29	122.5964	0.9272727	5.36612	26	132.8205	0.8792208	7.585662	18	122.5439	0.974026	3.636763	14	108.0366	0.987013	5.029612	28	143.397	0.6987013	8.56209	21	110.8689	0.8922078	5.469702	31	101.6232	0.9077922	4.819402	34	112.7835	0.8662338	4.327987	21	121.9355	0.7727273	7.380368	28	102.946	0.8922078	5.114798	31	150.1642	0.338961	16.38199	17	98.66273	0.9571428	4.899954	19	107.9451	0.9038961	4.5491	27	109.0025	0.9415584	4.688267	24	96.984	0.9857143	3.284992	25	109.9145	0.9428571	4.978384	24	102.194	0.9467533	4.594605	24
ERCC-00060-01	450059	147.6861	0.6493506	10.13446	24	173.5422	0.1272727	12.65176	23	156.4824	0.3909091	8.928185	20	167.514	0.3857143	9.771582	32	143.3916	0.7987013	7.150772	25	156.1067	0.3857143	9.030526	20	164.1393	0.3636364	9.053979	31	155.1098	0.474026	11.80044	17	152.1875	0.6311688	6.871607	29	144.7999	0.7766234	7.368033	19	126.4629	0.8402597	7.994979	19	190.6914	0.06493507	12.69278	27	122.0557	0.7792208	8.479833	20	137.9594	0.4246753	5.887442	26	142.2012	0.5402597	8.364169	28	129.2246	0.7	6.987717	22	156.4231	0.1350649	21.20086	12	141.2355	0.487013	11.25345	18	119.4333	0.7493507	7.291789	27	99.38578	0.9675325	3.2844	17	133.7326	0.6935065	8.038564	22	162.141	0.1415584	15.74389	16	149.2498	0.4831169	10.84757	25	137.8918	0.4298701	8.608641	22
ERCC-00061-02	2370458	146.4769	0.6714286	15.06454	21	115.864	0.951948	3.3881	25	130.4663	0.8233766	7.35138	26	132.6843	0.8818182	10.0543	17	136.8647	0.8818182	8.027984	22	166.7646	0.1974026	15.30173	25	128.2361	0.8935065	8.219712	16	121.8052	0.938961	4.985572	16	128.2714	0.9285714	8.604665	13	153.813	0.6506494	11.8542	21	118.484	0.9311689	5.319283	28	130.9009	0.8818182	7.643996	22	117.1793	0.8441558	7.943089	24	109.2988	0.8168831	5.194967	28	123.7427	0.7519481	7.556971	25	141.2448	0.5558441	13.45695	19	92.20292	0.9818182	3.691707	19	127.2357	0.6766234	10.47595	14	91.09819	0.9883117	4.438303	17	99.71992	0.9636363	9.9651	12	125.4378	0.7818182	7.833873	23	107.1902	0.8974026	5.148414	24	110.4597	0.9402598	8.125904	18	110.9556	0.8272727	6.242614	18
ERCC-00062-01	6760035	136.3267	0.8168831	9.635702	19	133.8201	0.7701299	7.073913	33	131.3015	0.8116883	6.572047	30	144.6222	0.7714286	8.056149	31	146.0821	0.7688312	8.424192	20	123.1962	0.9038961	6.332445	27	130.7352	0.8623376	7.264223	28	139.3288	0.7662337	8.977362	19	131.1852	0.8922078	5.983508	34	128.3827	0.9415584	8.080058	17	113.5948	0.9623377	6.729741	18	138.5828	0.787013	5.386111	26	110.3956	0.8961039	6.228867	28	97.07925	0.9558442	4.290791	30	120.0728	0.7935065	6.995393	30	104.1075	0.9402598	7.964276	13	88.82223	0.9922078	3.468946	27	102.1045	0.9454545	5.309779	30	98.94139	0.9558442	3.430032	30	96.76769	0.974026	3.422347	22	119.7981	0.8298701	7.638595	19	99.69816	0.9675325	3.834953	27	112.3623	0.9246753	6.090914	22	101.7896	0.951948	2.470325	32
ERCC-00067-02	5890475	134.5961	0.8272727	10.85359	20	115.1542	0.9610389	6.254761	29	123.7298	0.8922078	8.742358	18	128.4801	0.9220779	7.549758	22	141.3882	0.8285714	9.125779	31	117.6951	0.9532468	8.111612	18	127.1959	0.9	5.754755	30	129.378	0.8779221	6.416007	26	123.1643	0.9623377	5.028237	31	126.0902	0.9532468	5.87163	23	120.4354	0.9168831	5.627968	28	125.788	0.9246753	6.712805	27	107.3946	0.9207792	6.475784	25	113.3492	0.7792208	6.150132	29	123.968	0.7506493	7.556712	27	114.2542	0.8506494	11.47208	14	94.74213	0.9649351	4.729364	18	102.2711	0.9441559	4.686713	19	113.227	0.8116883	6.199798	28	99.08487	0.9675325	5.815931	27	107.5233	0.9506493	6.666235	24	103.9595	0.9337662	6.521057	22	131.0139	0.7324675	9.427429	24	107.0481	0.887013	5.453275	23
ERCC-00069-02	2970424	121.3369	0.9324675	9.255794	21	113.4901	0.974026	8.158259	19	119.0174	0.9298701	7.42631	15	131.054	0.9025974	8.612286	18	117.9138	0.9883117	5.058821	25	142.0853	0.6285715	10.88031	13	151.7838	0.6103896	13.50326	19	120.8226	0.9506493	9.136909	14	113.6468	0.9896104	5.880873	18	141.2575	0.8090909	6.06328	24	104.393	0.9974026	5.573635	13	122.043	0.9545454	8.480639	17	113.1842	0.8792208	6.434659	22	109.3221	0.8168831	5.512015	29	99.8269	0.9766234	5.775516	19	93.12101	0.9935065	4.059681	23	96.95786	0.9506493	7.3353	18	99.90278	0.9610389	9.242483	13	92.57697	0.9844156	5.644905	17	116.1781	0.8220779	11.36897	16	120.4847	0.8233766	9.468588	21	101.9168	0.9441559	5.094701	27	128.304	0.7675325	9.464918	22	109.3607	0.8558441	4.436925	25
ERCC-00071-01	4230037	129.5209	0.8688312	8.276976	19	128.9757	0.8285714	7.627013	19	141.1389	0.6831169	7.135478	26	133.2012	0.8714285	8.403887	23	126.3116	0.9662338	6.569455	21	176.7605	0.08961039	19.47497	20	148.3733	0.6701299	12.60589	23	132.7855	0.8402597	7.835292	23	137.446	0.8363636	7.908481	27	129.136	0.9363636	6.489888	22	125.3802	0.8532467	6.059772	21	126.151	0.9233766	6.659485	30	112.562	0.8805195	4.30765	28	105.1964	0.8675325	4.207102	20	124.7576	0.7441558	6.358718	23	129.5857	0.6948052	5.158548	33	98.12222	0.9441559	3.322647	18	111.8892	0.8493506	4.103422	31	116.5344	0.7818182	4.959323	32	115.6851	0.8272727	4.895808	32	117.2067	0.8545455	3.273999	30	128.4323	0.6467533	7.523366	25	124.564	0.8064935	5.019349	28	117.2513	0.7545455	3.814568	27
ERCC-00073-01	7330465	145.13	0.6935065	9.266011	24	133.0289	0.7792208	8.738447	29	122.3781	0.9038961	6.087567	19	135.5165	0.8506494	6.557866	24	152.7957	0.6792208	12.63254	23	123.5586	0.8987013	6.259449	23	136.1496	0.8181818	10.22205	24	126.6214	0.8896104	9.289461	10	125.6476	0.9454545	6.466895	28	122.2328	0.974026	6.577222	25	117.3951	0.9337662	6.037047	31	126.5505	0.9194805	7.618336	30	127.0445	0.7402598	9.994225	25	102.9634	0.8948052	4.585422	25	113.7722	0.8571429	5.965962	23	114.9932	0.8389611	5.718031	37	105.7951	0.8545455	5.758933	28	127.6872	0.674026	10.14979	20	98.95606	0.9558442	3.921446	22	108.8236	0.8961039	5.982908	33	111.5206	0.9181818	6.367813	22	114.6636	0.8051948	6.149249	27	115.3044	0.8909091	5.020763	33	98.64966	0.9792208	3.91479	24
ERCC-00074-01	3710431	119.2814	0.9402598	10.9684	10	115.9471	0.9493507	6.140106	23	121.645	0.9103896	5.853218	25	128.7361	0.9207792	7.222518	22	135.8162	0.8987013	6.773393	33	151.521	0.4597403	11.79584	13	152.8597	0.5922078	11.46769	30	127.8867	0.8857143	5.700462	22	144.5864	0.7415584	11.34546	21	131.6197	0.9181818	4.664994	20	121.638	0.9012987	5.053604	21	125.4469	0.9272727	9.372189	19	131.0917	0.7025974	13.12657	16	119.8644	0.6961039	7.932946	28	115.3979	0.8402597	5.793907	27	119.0902	0.8025974	6.512642	21	100.1071	0.9181818	5.083323	18	127.0882	0.6779221	6.358768	19	109.6352	0.8467532	5.673946	19	116.0474	0.8246753	6.477403	20	140.7038	0.6077922	11.97168	25	99.28996	0.9701298	5.261301	13	114.7344	0.8935065	4.906662	26	108.433	0.8662338	4.610031	20
ERCC-00075-01	70477	129.7431	0.8675325	6.775245	22	126.0269	0.864935	6.078208	13	112.0814	0.9805195	5.561703	30	116.0685	0.9935065	5.358459	20	123.627	0.9714286	5.589158	30	113.8523	0.9688312	6.724288	19	95.90128	1	4.968098	15	115.5783	0.9779221	8.534549	17	127.0639	0.9376624	5.940227	26	117.4344	0.9831169	4.507611	16	121.8616	0.8987013	6.64193	16	128.0644	0.9090909	8.953709	15	110.0328	0.9	7.410683	22	115.9135	0.7428572	7.466788	25	93.24556	0.9961039	3.328178	20	102.2583	0.9558442	4.168975	15	94.39211	0.9662338	3.84946	26	96.08403	0.9818182	3.6057	20	100.7177	0.9402598	6.88599	21	103.1948	0.9402598	4.787231	22	105.8555	0.9688312	4.436719	25	82.27412	1	4.922592	22	115.9652	0.8857143	6.568353	22	98.69055	0.9792208	3.750784	20
ERCC-00076-02	2320487	135.9873	0.8181818	10.88969	21	130.6295	0.8077922	7.267057	24	120.4064	0.9207792	5.193487	26	133.0332	0.8766234	5.873477	29	137.4791	0.874026	8.698009	19	114.7705	0.9688312	4.419573	18	168.5604	0.2909091	13.36732	21	119.1428	0.9636363	7.252223	20	145.0161	0.7402598	11.04687	23	128.9335	0.938961	7.397283	16	115.0952	0.9545454	5.503546	19	134.2868	0.8337662	7.7469	27	96.53798	0.9935065	4.616214	27	109.6377	0.8142857	4.820357	27	112.2633	0.8688312	4.933899	26	113.6071	0.8545455	4.845368	26	103.0301	0.8909091	5.133075	26	114.507	0.8207792	7.268076	21	92.00555	0.9857143	4.317833	16	106.1193	0.9142857	5.534716	21	113.1722	0.9	9.432656	19	115.8385	0.7883117	8.099789	32	104.1935	0.9805195	4.837939	15	114.4165	0.7896104	8.968506	20
ERCC-00077-01	6900164	142.4043	0.7454545	11.63775	26	111.3997	0.9779221	6.803808	22	108.8142	0.9896104	5.262982	27	130.3382	0.9077922	6.601912	26	120.7393	0.9844156	5.994417	31	129.2965	0.8337662	9.781607	19	120.2406	0.9558442	5.156331	24	117.1797	0.9714286	8.83657	16	118.323	0.9753247	8.10068	18	168.3391	0.3649351	15.99497	15	126.9989	0.8298701	7.83662	27	137.9735	0.7948052	6.503859	28	105.0898	0.9441559	6.826317	26	91.40834	0.9896104	3.902486	25	117.1647	0.8233766	9.038723	21	106.2744	0.9142857	8.818413	17	91.24131	0.9844156	4.029761	31	113.5012	0.8337662	6.98058	18	100.7256	0.9402598	7.01492	18	96.68268	0.974026	4.105189	25	104.6824	0.9753247	5.81431	23	104.8733	0.9220779	7.164523	24	116.7164	0.8753247	7.310878	32	99.63679	0.974026	5.491179	29
ERCC-00078-01	240370	133.3698	0.8337662	8.029052	26	121.3109	0.9181818	8.997757	13	134.4378	0.7727273	10.10719	26	140.2556	0.8168831	9.153203	23	148.8487	0.7428572	11.64697	26	125.1217	0.8805195	5.893727	19	142.8153	0.7324675	9.242359	22	122.8178	0.9272727	6.233993	19	133.6912	0.8688312	8.653567	26	121.8851	0.974026	7.403996	17	121.3633	0.9090909	5.838903	24	133.8732	0.8428571	9.692764	22	99.5984	0.9831169	6.164036	19	119.5128	0.7051948	9.927061	20	90.24207	0.9987013	4.022227	21	103.8208	0.9441559	5.435982	23	96.60012	0.9532468	4.035309	22	100.5559	0.9558442	5.082043	26	88.37305	0.9961039	3.568408	26	117.5985	0.8064935	7.375339	21	109.8552	0.9311689	5.668209	25	97.37939	0.9831169	3.602029	12	115.6735	0.8883117	5.568268	27	108.5563	0.864935	6.392298	24
ERCC-00079-01	4050528	134.9827	0.8233766	8.725843	24	122.4487	0.9116883	7.106277	20	111.9904	0.9805195	3.829915	24	126.8632	0.9337662	4.477996	26	158.7348	0.574026	9.983615	34	143.7597	0.5987013	7.262305	29	153.961	0.5688311	10.73339	21	114.5528	0.9805195	5.853439	20	137.5706	0.8350649	7.912025	29	145.9	0.761039	10.77708	19	149.5998	0.4493507	9.34071	25	132.6415	0.864935	11.07626	17	144.4895	0.5493507	16.33462	18	98.10197	0.9467533	4.612392	31	119.3643	0.7987013	7.622114	20	113.2601	0.8558441	6.996442	25	97.91034	0.9454545	5.486892	29	95.19999	0.9883117	3.288717	31	109.7879	0.8467532	6.327633	24	115.7302	0.8272727	7.054739	16	103.5902	0.9805195	5.860475	21	93.84644	0.9935065	3.164151	29	106.7374	0.9649351	4.464863	27	107.651	0.8766234	4.720111	30
ERCC-00081-02	290433	121.1964	0.9324675	8.851831	21	116.5433	0.9493507	7.867688	17	123.761	0.8922078	7.795997	24	124.6787	0.9558442	8.223001	22	134.8415	0.9090909	9.688456	24	120.7936	0.9220779	8.067554	13	112.5702	0.9922078	6.011006	18	125.0903	0.9103896	8.386843	21	136.7525	0.8454546	10.30219	26	125.9826	0.9532468	5.410726	27	124.1974	0.864935	7.563009	17	133.0914	0.8558441	7.317788	28	107.5352	0.9207792	6.905353	19	104.9704	0.8727273	4.76169	24	119.419	0.7974026	6.398091	24	110.1403	0.8844156	5.317953	24	123.8535	0.6168831	7.510845	23	106.7349	0.9064935	4.020641	28	102.9461	0.9194805	4.867834	20	111.8001	0.8662338	6.563671	23	114.7649	0.8766234	5.643985	24	100.3749	0.9597403	5.6619	20	118.2795	0.861039	6.879943	24	101.1436	0.9571428	3.5924	16
ERCC-00083-01	70474	114.1923	0.9714286	6.15076	22	113.5958	0.974026	5.588532	21	110.6243	0.9844156	4.023383	34	129.4159	0.9142857	5.448464	27	134.0108	0.9181818	6.274294	27	114.6998	0.9688312	2.672731	16	116.6674	0.9727273	7.112193	25	125.0184	0.9103896	9.550568	14	135.0632	0.8597403	8.204292	31	133.2242	0.8987013	8.178162	20	118.4327	0.9311689	5.949911	27	131.5642	0.8727273	8.095873	21	111.7154	0.8831169	5.791261	26	95.46285	0.9675325	5.137183	24	97.8866	0.9883117	5.319529	22	113.8826	0.8532467	5.126534	31	109.9624	0.8116883	7.507491	20	125.0073	0.6987013	9.984005	21	98.16736	0.9584416	3.81563	32	101.348	0.9480519	5.435012	21	119.0468	0.8376623	7.1596	31	111.1552	0.8545455	5.418947	37	100.5363	0.9883117	3.494937	15	83.7756	1	3.180179	18
ERCC-00084-01	1400612	131.924	0.8532467	10.76679	25	124.2223	0.8896104	8.185204	22	121.4631	0.9116883	7.790834	18	158.2729	0.5532467	13.35459	13	127.5921	0.9610389	6.424498	20	119.5787	0.938961	8.952487	12	109.3905	0.9961039	5.670241	12	123.6982	0.9194805	8.812209	18	132.7241	0.8792208	6.512522	21	136.0262	0.864935	8.994622	19	126.8043	0.8324676	8.811761	13	143.9241	0.6909091	11.62097	18	119.5333	0.8025974	11.63193	13	104.6373	0.8779221	6.172471	22	101.9553	0.9636363	6.261127	21	110.1467	0.8844156	3.747638	25	100.0002	0.9181818	4.587855	30	116.0382	0.7987013	6.639472	24	103.434	0.9077922	5.469382	21	116.5534	0.8155844	7.687157	19	104.2153	0.9753247	5.470484	12	109.3507	0.8766234	6.974796	20	127.332	0.7844156	8.09805	21	114.3089	0.7922078	9.099235	23
ERCC-00085-01	6560370	142.9258	0.7337663	9.083695	19	121.3714	0.9181818	6.068977	20	131.2982	0.8116883	7.151296	25	119.0872	0.9818182	6.010632	29	138.303	0.8662338	9.554302	25	124.8318	0.8844156	8.28494	24	146.9183	0.6831169	7.672472	26	118.182	0.9675325	6.725461	19	141.7302	0.7844156	5.907166	18	140.6739	0.8142857	9.776271	18	132.7499	0.7662337	8.552725	18	129.8753	0.8896104	6.794992	28	118.9328	0.8077922	8.629049	17	105.7219	0.8623376	4.897511	33	107.393	0.9194805	6.3163	21	108.2986	0.8987013	5.792841	24	104.6245	0.8766234	3.818799	32	102.8925	0.938961	4.317531	35	106.8357	0.8766234	7.065814	24	100.1718	0.9597403	3.858809	27	106.885	0.9597403	5.765422	26	96.50304	0.987013	5.01077	22	124.6701	0.8051948	7.289094	22	97.40118	0.9857143	5.429202	21
